File created on 2020-10-07T15:24:25.164921
#COOR
GSM


#START
2000 07 15 04 22 00 000       -3.64      -5.21       0.98    -734.70     -73.92       8.64       3.13  631536.00
2000 07 15 04 23 00 000       -3.93      -4.91       1.36    -738.50     -74.21       9.45       3.28  509508.00
2000 07 15 04 24 00 000       -4.00      -5.22       1.11    -739.20     -74.50       9.56       3.30  489787.00
2000 07 15 04 25 00 000       -4.38      -5.07       1.32    -725.90     -53.47      11.68       2.94  774960.00
2000 07 15 04 26 00 000       -4.44      -5.07       1.43    -738.10     -59.50       9.18       3.05  567349.00
2000 07 15 04 27 00 000       -4.54      -5.34       1.63    -728.70     -49.06       7.28       3.27  408544.00
2000 07 15 04 28 00 000       -4.50      -5.47       1.89    -729.20     -58.84      12.21       2.98  484140.00
2000 07 15 04 29 00 000       -4.51      -5.07       1.76    -742.10     -55.57      11.06       2.60  516851.00
2000 07 15 04 30 00 000       -4.66      -4.92       1.31    -735.20     -37.89       4.90       2.94  654119.00
2000 07 15 04 31 00 000       -4.81      -4.77       1.14    -728.10     -31.62       6.91       3.45  387991.00
2000 07 15 04 32 00 000       -5.00      -4.50       1.17    -736.60     -29.17      14.35       3.17  528316.00
2000 07 15 04 33 00 000       -4.99      -4.41       1.35    -727.50     -33.99      11.88       3.03  590320.00
2000 07 15 04 34 00 000       -4.93      -4.40       1.53    -736.80     -27.76       8.32       2.95  420840.00
2000 07 15 04 35 00 000       -5.17      -4.31       1.17    -718.00     -31.44       8.71       2.17  797187.00
2000 07 15 04 36 00 000       -4.78      -4.36       2.05    -733.00     -65.61      15.38       1.97  907158.00
2000 07 15 04 37 00 000       -4.43      -4.54       2.63    -740.80     -62.18      10.14       2.18 1126781.00
2000 07 15 04 38 00 000       -4.43      -4.50       2.75    -728.00     -48.57      14.93       2.54  790226.00
2000 07 15 04 39 00 000       -4.46      -4.50       2.79    -736.10     -45.58       8.83       3.07  551823.00
2000 07 15 04 40 00 000       -4.61      -4.42       2.80    -734.60     -45.35       0.73       2.69  758746.00
2000 07 15 04 41 00 000       -4.49      -3.95       3.29    -734.60     -45.35       0.77       2.69  759713.00
2000 07 15 04 42 00 000       -4.20      -3.90       3.25    -726.20     -49.95       9.34       3.09  556203.00
2000 07 15 04 43 00 000       -4.58      -4.44       2.39    -722.40     -47.38       7.65       4.02  668343.00
2000 07 15 04 44 00 000       -4.88      -4.83       1.80    -735.50     -46.57      10.19       3.51  385948.00
2000 07 15 04 45 00 000       -5.20      -4.94       1.78    -704.50     -44.21      12.18       4.22  569673.00
2000 07 15 04 46 00 000       -4.78      -4.66       3.36    -733.20     -33.72       8.16       3.84  198130.00
2000 07 15 04 47 00 000       -4.97      -5.04       2.24    -733.00     -36.85      12.56       4.69  286730.00
2000 07 15 04 48 00 000       -4.96      -5.20       1.94    -745.80     -56.41      10.67       2.89  389249.00
2000 07 15 04 49 00 000       -5.44      -4.15       3.05    -745.40     -46.69      13.05       2.77  558728.00
2000 07 15 04 50 00 000       -5.59      -3.75       3.09    -738.10     -48.54      22.52       2.62  728391.00
2000 07 15 04 51 00 000       -5.52      -3.75       3.11    -738.90     -34.74      18.92       2.02  840248.00
2000 07 15 04 52 00 000       -4.93      -4.43       3.35    -736.30     -46.50      18.30       3.26  346667.00
2000 07 15 04 53 00 000       -5.05      -4.43       3.48    -725.70     -39.50      17.05       2.60  518351.00
2000 07 15 04 54 00 000       -4.94      -3.99       4.26    -704.10     -27.36      22.12       3.03  715700.00
2000 07 15 04 55 00 000       -4.66      -4.16       4.89    -710.60     -29.68      32.79       2.81  476356.00
2000 07 15 04 56 00 000       -4.93      -4.37       4.91    -714.60     -29.81      33.04       3.10  568831.00
2000 07 15 04 57 00 000       -5.24      -4.18       5.38    -715.10     -38.36      34.55       2.60  425223.00
2000 07 15 04 58 00 000       -5.10      -4.12       6.00    -714.10     -33.73      38.86       2.82  525076.00
2000 07 15 04 59 00 000       -5.34      -4.18       5.92    -723.30     -36.49      33.38       2.69  607593.00
2000 07 15 05 00 00 000       -5.19      -4.55       5.63    -716.70     -31.63      29.72       3.24  496505.00
2000 07 15 05 01 00 000       -5.17      -4.62       5.52    -725.90     -30.15      25.93       3.03  295041.00
2000 07 15 05 02 00 000       -5.52      -4.79       4.51    -726.80     -40.36      12.34       4.06  391757.00
2000 07 15 05 03 00 000       -6.91      -4.56       2.68    -744.40     -47.12       9.72       2.98  435270.00
2000 07 15 05 04 00 000       -6.67      -4.72       2.74    -737.90     -39.83       4.49       3.99  412427.00
2000 07 15 05 05 00 000       -6.20      -4.82       3.38    -731.80     -38.07      12.03       3.66  320556.00
2000 07 15 05 06 00 000       -4.79      -4.92       4.75    -727.20     -34.36      10.07       4.55  444308.00
2000 07 15 05 07 00 000       -5.40      -4.98       4.03    -732.10     -35.94      10.28       4.68  379398.00
2000 07 15 05 08 00 000       -5.73      -4.97       3.46    -730.70     -45.47       7.07       5.37  508311.00
2000 07 15 05 09 00 000       -6.26      -5.11       2.33    -734.50     -44.66      12.04       5.08  328263.00
2000 07 15 05 10 00 000       -6.77      -4.95       1.43    -734.20     -38.81       8.46       4.61  296207.00
2000 07 15 05 11 00 000       -7.23      -4.76       1.32    -743.20     -39.19       9.68       3.81  569907.00
2000 07 15 05 12 00 000       -7.39      -4.82       2.12    -749.60     -43.44       5.42       3.98  498298.00
2000 07 15 05 13 00 000       -7.38      -5.00       2.28    -742.00     -65.28      11.06       4.35  503662.00
2000 07 15 05 14 00 000       -7.18      -4.95       2.95    -743.90     -64.62      22.69       4.27  530121.00
2000 07 15 05 15 00 000       -7.13      -5.24       2.84    -750.00     -64.28      20.14       4.46  447841.00
2000 07 15 05 16 00 000       -7.27      -5.46       2.30    -751.70     -64.81      18.36       4.50  426834.00
2000 07 15 05 17 00 000       -7.52      -5.82       1.09    -749.10     -62.79      11.31       4.81  473746.00
2000 07 15 05 18 00 000       -6.70      -5.13       0.66    -758.20     -55.66      11.33       4.32  513161.00
2000 07 15 05 19 00 000       -6.87      -4.51       0.22    -754.40     -51.91      11.78       4.52  491376.00
2000 07 15 05 20 00 000       -6.95      -4.20       0.65    -752.50     -53.89      12.61       4.93  281940.00
2000 07 15 05 21 00 000       -6.68      -4.45       1.20    -756.00     -60.57      14.35       4.31  305941.00
2000 07 15 05 22 00 000       -6.12      -4.82       2.02    -755.00     -57.09      14.95       4.20  248000.00
2000 07 15 05 23 00 000       -5.92      -4.40       2.95    -743.80     -45.83      15.25       4.23  248411.00
2000 07 15 05 24 00 000       -5.31      -3.82       4.10    -740.00     -40.56      10.89       3.80  518850.00
2000 07 15 05 25 00 000       -5.31      -3.31       4.30    -751.50     -36.98       9.92       4.11  265340.00
2000 07 15 05 26 00 000       -5.40      -3.35       4.10    -755.90     -38.85      14.39       4.58  413622.00
2000 07 15 05 27 00 000       -5.24      -3.74       3.89    -751.70     -43.59       9.97       4.03  342816.00
2000 07 15 05 28 00 000       -5.05      -3.63       3.96    -739.70     -43.57      12.65       4.61  829694.00
2000 07 15 05 29 00 000       -5.34      -3.71       3.52    -737.60     -38.63      23.53       3.59  719238.00
2000 07 15 05 30 00 000       -5.21      -3.29       4.26    -754.90     -37.27      15.54       2.90  269293.00
2000 07 15 05 31 00 000       -5.12      -3.21       4.61    -736.00     -37.07      11.45       3.55  711428.00
2000 07 15 05 32 00 000       -5.03      -3.14       4.64    -758.80     -40.25      14.88       2.71  374500.00
2000 07 15 05 33 00 000       -4.84      -3.05       4.88    -771.30     -41.18      20.82       2.57  580368.00
2000 07 15 05 34 00 000       -5.04      -2.82       4.88    -734.40     -44.81      29.96       3.05  952417.00
2000 07 15 05 35 00 000       -5.03      -2.62       4.86    -758.80     -39.99      16.05       2.91  512218.00
2000 07 15 05 36 00 000       -4.90      -2.47       4.95    -758.90     -42.57       8.96       3.02  623392.00
2000 07 15 05 37 00 000       -5.07      -2.55       4.93    -763.80     -33.62      15.21       3.41  397960.00
2000 07 15 05 38 00 000       -5.53      -2.72       4.87    -757.10     -34.62      16.26       4.11  221956.00
2000 07 15 05 39 00 000       -5.63      -3.02       5.15    -758.30     -39.62       9.88       4.83  358237.00
2000 07 15 05 40 00 000       -5.62      -2.58       5.76    -749.60     -35.13      12.76       2.78  750541.00
2000 07 15 05 41 00 000       -5.57      -2.39       5.92    -744.40     -36.89      14.58       3.15  499075.00
2000 07 15 05 42 00 000       -5.68      -2.07       5.77    -732.10     -37.01      16.89       3.19  781082.00
2000 07 15 05 43 00 000       -5.39      -1.80       6.02    -738.70     -36.73      16.25       2.60  509442.00
2000 07 15 05 44 00 000       -5.05      -1.72       6.17    -735.80     -35.45      12.13       2.86  631285.00
2000 07 15 05 45 00 000       -5.12      -1.85       6.18    -741.90     -44.24      11.68       3.17  424958.00
2000 07 15 05 46 00 000       -5.27      -1.75       6.02    -742.60     -49.58      14.90       3.10  466732.00
2000 07 15 05 47 00 000       -5.37      -1.44       6.04    -742.20     -47.93      18.27       2.50  565474.00
2000 07 15 05 48 00 000       -5.31      -1.55       6.18    -737.50     -55.49      16.37       3.01  452509.00
2000 07 15 05 49 00 000       -5.28      -1.77       6.03    -734.40     -59.75      15.60       3.97  412290.00
2000 07 15 05 50 00 000       -5.16      -1.00       5.93    -742.20     -63.62      20.38       3.23  527917.00
2000 07 15 05 51 00 000       -5.03      -1.25       5.72    -750.30     -51.85      19.40       2.41  447339.00
2000 07 15 05 52 00 000       -4.88      -0.79       5.69    -740.50     -41.14      16.89       3.37  646038.00
2000 07 15 05 53 00 000       -5.02      -0.40       5.49    -737.80     -35.73      25.15       3.73  594494.00
2000 07 15 05 54 00 000       -5.19      -0.41       5.35    -736.90     -37.46      20.96       4.51  353933.00
2000 07 15 05 55 00 000       -5.05      -0.94       5.29    -737.40     -54.02      23.84       4.90  309396.00
2000 07 15 05 56 00 000       -4.64      -1.42       5.64    -738.10     -46.01      27.13       3.57  324864.00
2000 07 15 05 57 00 000       -5.28      -1.57       5.17    -718.40     -42.03      15.52       3.42  474243.00
2000 07 15 05 58 00 000       -5.26      -0.82       5.44    -725.40     -29.65      17.70       2.93  386390.00
2000 07 15 05 59 00 000       -4.90      -0.55       5.68    -726.20     -26.61      20.22       2.68  369439.00
2000 07 15 06 00 00 000       -4.49      -0.68       5.73    -726.80     -37.74      15.38       2.42  414307.00
2000 07 15 06 01 00 000       -4.54      -1.13       5.46    -724.60     -42.08      14.75       2.72  439183.00
2000 07 15 06 02 00 000       -4.48      -0.78       5.46    -719.10     -34.13       9.08       3.15  646420.00
2000 07 15 06 03 00 000       -4.50       0.12       5.11    -727.10     -33.57      12.88       2.71  414482.00
2000 07 15 06 04 00 000       -3.33      -2.85       5.26    -730.80     -38.73      14.09       3.53  375044.00
2000 07 15 06 05 00 000       -3.33      -3.38       5.15    -729.80     -39.89      14.39       4.24  278484.00
2000 07 15 06 06 00 000       -2.83      -4.19       4.96    -721.30     -29.57      11.94       6.50  210510.00
2000 07 15 06 07 00 000       -2.41      -4.42       5.06    -716.20     -32.37      10.05       6.05  256851.00
2000 07 15 06 08 00 000       -2.10      -4.74       5.19    -718.50     -27.18       4.97       7.35  222905.00
2000 07 15 06 09 00 000       -2.97      -4.20       4.97    -725.30     -28.45      11.86       6.81   88355.00
2000 07 15 06 10 00 000       -2.58      -4.31       4.82    -716.30     -29.61      10.82       5.95  259338.00
2000 07 15 06 11 00 000       -1.10      -4.84       5.09    -710.30     -27.60      12.84       6.30  156156.00
2000 07 15 06 12 00 000       -0.20      -5.22       4.98    -707.40     -27.69      11.55       6.62  130076.00
2000 07 15 06 13 00 000        0.51      -5.72       4.49    -708.40     -27.46       7.71       8.89  159981.00
2000 07 15 06 14 00 000        0.64      -5.88       4.19    -707.60     -27.04       9.07       8.61  150791.00
2000 07 15 06 15 00 000        0.50      -5.72       4.22    -711.30     -26.67      11.47       7.52  178469.00
2000 07 15 06 16 00 000        1.37      -6.11       3.61    -709.40     -26.56      11.47       8.82  160262.00
2000 07 15 06 17 00 000        2.13      -6.33       3.10    -711.50     -24.52       9.67       9.69  152872.00
2000 07 15 06 18 00 000        2.14      -5.96       3.77    -711.80     -24.73       9.64       9.62  156796.00
2000 07 15 06 19 00 000        1.20      -6.06       3.92    -717.00     -27.61       9.22       8.65  213588.00
2000 07 15 06 20 00 000        1.25      -6.07       4.06    -725.40     -30.03       9.83       8.43  240280.00
2000 07 15 06 21 00 000        1.23      -5.95       3.98    -725.60     -28.27       9.43       7.10  233120.00
2000 07 15 06 22 00 000        3.72      -6.47       1.99    -718.40     -32.88      11.19       2.14  590606.00
2000 07 15 06 23 00 000        4.33      -6.64       0.69    -723.40     -28.84      14.24       2.15  588951.00
2000 07 15 06 24 00 000        4.48      -6.60       0.80    -713.50     -25.71      15.25       2.42  563301.00
2000 07 15 06 25 00 000        4.28      -6.72       0.96    -710.50     -25.86       7.90       3.22  420470.00
2000 07 15 06 26 00 000        4.09      -6.60       1.54    -712.70     -28.81       7.62       3.42  524110.00
2000 07 15 06 27 00 000        4.01      -6.45       1.82    -717.60     -21.39      10.95       3.27  305512.00
2000 07 15 06 28 00 000        4.24      -6.57       1.52    -714.20     -23.59      10.80       3.74  282042.00
2000 07 15 06 29 00 000        4.23      -6.68       1.28    -708.30     -25.77       9.91       3.58  419175.00
2000 07 15 06 30 00 000        4.56      -6.44       0.86    -707.40     -28.62       7.56       3.35  475450.00
2000 07 15 06 31 00 000        4.43      -6.53       0.97    -710.60     -27.35      11.38       2.81  365528.00
2000 07 15 06 32 00 000        4.52      -6.49       1.50    -716.40     -25.33      14.09       2.92  375713.00
2000 07 15 06 33 00 000        4.44      -6.61       1.57    -714.20     -27.45      13.41       3.50  380075.00
2000 07 15 06 34 00 000        4.16      -6.54       1.72    -714.60     -26.82       9.77       4.21  326536.00
2000 07 15 06 35 00 000        3.30      -6.31       2.47    -727.30     -24.56      10.15       6.38  207667.00
2000 07 15 06 36 00 000        3.04      -6.15       2.39    -727.10     -25.62      10.44       5.81  258429.00
2000 07 15 06 37 00 000        3.58      -5.97       2.33    -731.50     -25.31      11.62       5.43  229733.00
2000 07 15 06 38 00 000        3.75      -6.01       2.71    -716.90     -25.77      10.62       6.01  245374.00
2000 07 15 06 39 00 000        3.16      -6.18       3.36    -731.50     -27.42       9.00       6.87  241073.00
2000 07 15 06 40 00 000        4.84      -6.50       2.26    -752.00     -27.87      10.48       7.67  238949.00
2000 07 15 06 41 00 000        4.51      -6.62       2.54    -743.20     -26.23      10.80       7.76  258458.00
2000 07 15 06 42 00 000        3.99      -6.65       2.41    -728.90     -24.99       9.99       7.62  211590.00
2000 07 15 06 43 00 000        3.57      -6.53       3.07    -718.20     -25.04       9.81       7.41  123407.00
2000 07 15 06 44 00 000        3.48      -6.22       3.36    -717.20     -25.06      11.70       7.01  182386.00
2000 07 15 06 45 00 000        3.18      -5.95       3.53    -716.10     -24.31      11.00       6.63  182461.00
2000 07 15 06 46 00 000        2.70      -5.85       4.06    -719.70     -23.05      13.80       6.05  198392.00
2000 07 15 06 47 00 000        3.50      -5.89       3.62    -721.70     -22.03      15.30       5.58  207328.00
2000 07 15 06 48 00 000        3.48      -5.53       4.16    -715.80     -23.41       9.27       6.61  162722.00
2000 07 15 06 49 00 000        3.89      -5.80       4.19    -721.90     -24.02      12.04       5.84  254836.00
2000 07 15 06 50 00 000        3.86      -5.91       4.45    -724.70     -24.90      12.60       5.73  208700.00
2000 07 15 06 51 00 000        3.59      -5.89       4.92    -714.20     -23.88      12.15       4.78  239966.00
2000 07 15 06 52 00 000        3.59      -6.38       4.53    -706.50     -20.89      40.76       4.21  374947.00
2000 07 15 06 53 00 000        4.67      -6.85       0.18    -704.20     -18.09      68.09       4.34  269955.00
2000 07 15 06 54 00 000        4.88      -6.70      -2.48    -701.60     -17.51      67.03       4.20  163548.00
2000 07 15 06 55 00 000        4.23      -5.22      -6.67    -696.40     -23.98      14.01       3.39  532644.00
2000 07 15 06 56 00 000        4.19      -5.47      -6.32    -699.10     -25.79      10.38       3.05  538170.00
2000 07 15 06 57 00 000        3.47      -4.96      -7.01    -703.40     -25.73      10.17       2.57  320033.00
2000 07 15 06 58 00 000        3.90      -5.30      -6.64    -702.20     -29.28       8.57       2.82  347431.00
2000 07 15 06 59 00 000        4.81      -6.07      -5.75    -704.00     -27.65      37.37       4.05  429528.00
2000 07 15 07 00 00 000        5.45      -6.92      -2.88    -703.50     -24.52      48.36       4.42  366825.00
2000 07 15 07 01 00 000        5.77      -6.71      -3.35    -700.20     -25.02      43.03       4.60  386538.00
2000 07 15 07 02 00 000        5.92      -6.63      -3.27    -699.80     -23.58      48.16       4.46  372756.00
2000 07 15 07 03 00 000        5.42      -6.55      -3.26    -701.50     -20.59      38.96       3.61  478102.00
2000 07 15 07 04 00 000        4.66      -6.89      -3.31    -701.40     -19.71      55.96       4.57  428476.00
2000 07 15 07 05 00 000        4.98      -6.95      -1.61    -709.70     -13.75      62.74       3.96  254255.00
2000 07 15 07 06 00 000        4.95      -7.00      -1.27    -708.10     -11.76      63.76       4.58  176897.00
2000 07 15 07 07 00 000        5.20      -7.02      -1.79    -700.30     -19.81      60.42       4.36  296271.00
2000 07 15 07 08 00 000        4.89      -7.37      -1.96    -704.20     -23.44      57.72       3.69  341419.00
2000 07 15 07 09 00 000        4.62      -7.09      -2.29    -706.70     -23.96      51.66       3.41  374193.00
2000 07 15 07 10 00 000        4.52      -6.91      -1.98    -703.50     -31.19      34.30       3.15  560412.00
2000 07 15 07 11 00 000        4.48      -6.78      -2.23    -706.40     -29.17      37.70       3.42  375661.00
2000 07 15 07 12 00 000        3.93      -6.76      -1.01    -718.20     -23.62      22.34       3.38  146077.00
2000 07 15 07 13 00 000        4.24      -7.06       0.06    -704.20     -25.64      22.52       3.59  514589.00
2000 07 15 07 14 00 000        3.71      -7.36      -0.21    -705.10     -30.27      19.70       3.31  346371.00
2000 07 15 07 15 00 000        4.62      -5.70      -3.39    -704.60     -23.18      39.85       2.97  385176.00
2000 07 15 07 16 00 000        4.62      -5.76      -2.93    -713.60     -21.83      37.20       2.60  392575.00
2000 07 15 07 17 00 000        4.86      -5.37      -3.14    -705.30     -23.83      19.60       3.11  390054.00
2000 07 15 07 18 00 000        4.33      -5.50      -3.55    -708.40     -23.09      18.15       3.20  347501.00
2000 07 15 07 19 00 000        4.52      -5.32      -4.05    -698.50     -24.41      12.10       3.59  540214.00
2000 07 15 07 20 00 000        5.94      -4.66      -3.75    -698.50     -24.49      12.15       3.58  539034.00
2000 07 15 07 21 00 000        3.80      -6.59      -2.89    -697.40     -28.97      13.56       2.63  428527.00
2000 07 15 07 22 00 000        2.96      -6.86      -2.62    -700.80     -23.74      15.82       2.75  283889.00
2000 07 15 07 23 00 000        3.43      -6.40      -2.44    -686.80     -30.46      18.83       2.10  445419.00
2000 07 15 07 24 00 000        3.59      -6.56      -2.34    -698.70     -24.55      17.65       2.84  314493.00
2000 07 15 07 25 00 000        3.85      -6.33      -1.89    -690.10     -29.10      21.29       2.29  506855.00
2000 07 15 07 26 00 000        3.89      -6.57      -2.20    -692.20     -33.03       8.19       2.89  613371.00
2000 07 15 07 27 00 000        4.13      -6.61      -2.24    -695.80     -27.79      13.97       2.35  413438.00
2000 07 15 07 28 00 000        3.89      -6.72      -2.14    -693.90     -24.73      23.31       2.00  450767.00
2000 07 15 07 29 00 000        4.39      -6.39      -2.42    -697.20     -24.14      16.07       2.68  361441.00
2000 07 15 07 30 00 000        3.80      -6.74      -2.16    -698.90     -25.62      13.18       2.90  321517.00
2000 07 15 07 31 00 000        4.28      -6.18      -2.37    -695.70     -24.36      11.79       2.59  320989.00
2000 07 15 07 32 00 000        4.43      -6.13      -2.32    -699.50     -25.11       9.94       2.74  319169.00
2000 07 15 07 33 00 000        4.62      -6.19      -1.30    -697.55     -23.28       9.42       3.19  346271.50
2000 07 15 07 34 00 000        4.40      -6.40      -0.48    -695.60     -21.45       8.89       3.65  373374.00
2000 07 15 07 35 00 000        4.59      -6.50      -1.05    -695.60     -21.19       9.76       4.37  372716.00
2000 07 15 07 36 00 000        4.71      -5.71      -2.72    -695.60     -21.10      10.07       4.56  372539.00
2000 07 15 07 37 00 000        4.43      -5.95      -2.05    -697.50     -26.28       1.51       2.93  324998.00
2000 07 15 07 38 00 000        4.73      -5.72      -2.36    -702.20     -25.85       7.45       3.46  318686.00
2000 07 15 07 39 00 000        4.64      -6.13      -2.46    -700.60     -24.26       8.56       4.31  339283.00
2000 07 15 07 40 00 000        4.51      -7.42      -0.91    -702.40     -25.06      10.07       5.00  329727.00
2000 07 15 07 41 00 000        4.91      -7.13      -1.24    -701.50     -28.02       8.58       4.97  208692.00
2000 07 15 07 42 00 000        5.16      -6.77      -2.29    -707.10     -26.48      10.54       5.08  162280.00
2000 07 15 07 43 00 000        5.94      -7.28      -2.38    -705.50     -27.94       9.85       5.52  186306.00
2000 07 15 07 44 00 000        5.98      -7.27      -2.35    -700.40     -29.34      12.80       5.30  213331.00
2000 07 15 07 45 00 000        6.24      -7.06      -2.19    -713.50     -25.79       5.26       4.73  203905.00
2000 07 15 07 46 00 000        5.86      -5.95      -3.59    -712.50     -24.64       8.69       5.89  197429.00
2000 07 15 07 47 00 000        5.84      -5.95      -3.11    -713.40     -28.94       7.62       4.82  261117.00
2000 07 15 07 48 00 000        5.85      -5.84      -2.94    -712.40     -29.32       6.39       4.31  389747.00
2000 07 15 07 49 00 000        5.25      -5.87      -3.96    -716.40     -27.93      11.22       3.87  282695.00
2000 07 15 07 50 00 000        5.08      -5.79      -4.02    -713.60     -28.49       5.34       3.92  340450.00
2000 07 15 07 51 00 000        4.79      -5.73      -4.09    -716.40     -26.39      12.14       4.29  290064.00
2000 07 15 07 52 00 000        4.73      -5.63      -4.22    -713.40     -28.15       6.11       5.12  467663.00
2000 07 15 07 53 00 000        4.89      -5.66      -3.92    -710.40     -29.41       1.39       5.27  302429.00
2000 07 15 07 54 00 000        4.64      -4.75      -4.83    -722.50     -26.43       4.25       5.06  216566.00
2000 07 15 07 55 00 000        4.45      -4.75      -4.84    -718.45     -27.66       4.02       4.65  244589.00
2000 07 15 07 56 00 000        4.80      -4.49      -4.99    -714.40     -28.89       3.79       4.23  272612.00
2000 07 15 07 57 00 000        4.58      -4.95      -5.00    -706.30     -30.14       6.82       4.62  352506.00
2000 07 15 07 58 00 000        4.24      -4.79      -5.08    -709.40     -29.41       1.47       4.52  412667.00
2000 07 15 07 59 00 000        4.20      -5.00      -4.53    -696.10     -28.01      20.24       4.46  664137.00
2000 07 15 08 00 00 000        4.82      -5.14      -4.56    -704.50     -25.85       8.14       4.52  221458.00
2000 07 15 08 01 00 000        5.28      -5.40      -4.78    -706.50     -27.71       2.25       4.69  446733.00
2000 07 15 08 02 00 000        6.08      -4.87      -5.20    -703.40     -28.46       3.87       5.91  265179.00
2000 07 15 08 03 00 000        5.99      -4.47      -5.40    -696.50     -25.96      10.75       5.04  312259.00
2000 07 15 08 04 00 000        5.69      -4.69      -4.93    -701.40     -27.24       7.39       5.56  231956.00
2000 07 15 08 05 00 000        5.85      -4.86      -4.24    -692.50     -25.47       7.69       3.65  383303.00
2000 07 15 08 06 00 000        6.27      -3.94      -3.39    -709.40     -28.26       1.25       4.31  265974.00
2000 07 15 08 07 00 000        4.92      -4.97      -3.52    -704.50     -26.46       1.95       4.77  315839.00
2000 07 15 08 08 00 000        5.22      -3.97      -3.78    -705.20     -27.18       3.35       4.77  321953.00
2000 07 15 08 09 00 000        5.33      -3.60      -4.04    -710.20     -33.73      13.03       4.51  375313.00
2000 07 15 08 10 00 000        4.57      -3.40      -4.57    -710.60     -39.88      12.19       2.99  421093.00
2000 07 15 08 11 00 000        3.67      -4.56      -3.70    -709.60     -25.25       4.77       3.59  321243.00
2000 07 15 08 12 00 000        4.62      -3.05      -4.12    -703.90     -28.91       7.12       3.88  365197.00
2000 07 15 08 13 00 000        4.56      -2.93      -4.10    -699.20     -32.64       7.30       3.65  537389.00
2000 07 15 08 14 00 000        4.50      -2.99      -4.13    -702.50     -26.32      11.89       3.14  502061.00
2000 07 15 08 15 00 000        4.64      -3.26      -4.07    -707.60     -22.82      10.98       3.09  288806.00
2000 07 15 08 16 00 000        4.39      -3.55      -3.80    -704.20     -24.41       8.36       3.18  328389.00
2000 07 15 08 17 00 000        4.61      -3.17      -3.70    -704.60     -25.54       6.84       2.88  548810.00
2000 07 15 08 18 00 000        4.69      -3.35      -3.75    -704.00     -27.24       7.73       2.56  555777.00
2000 07 15 08 19 00 000        4.59      -3.61      -4.04    -703.90     -26.30       9.65       2.99  407881.00
2000 07 15 08 20 00 000        4.83      -3.36      -4.09    -702.40     -22.42      11.23       2.82  437803.00
2000 07 15 08 21 00 000        4.92      -3.10      -4.00    -704.30     -24.00      12.82       2.57  404221.00
2000 07 15 08 22 00 000        5.20      -3.07      -3.91    -694.40     -25.03      10.65       2.80  304738.00
2000 07 15 08 23 00 000        4.15      -3.77      -4.53    -699.90     -23.53      10.70       3.50  254062.00
2000 07 15 08 24 00 000        4.79      -3.93      -3.73    -702.20     -27.19       8.86       4.13  376246.00
2000 07 15 08 25 00 000        5.04      -4.42      -3.28    -703.00     -23.14      11.54       4.28  419195.00
2000 07 15 08 26 00 000        5.22      -3.85      -3.64    -697.00     -26.81      15.09       2.54  597687.00
2000 07 15 08 27 00 000        4.69      -3.00      -4.80    -696.90     -30.37       9.13       2.09  476807.00
2000 07 15 08 28 00 000        4.52      -2.69      -5.08    -699.90     -25.15       8.99       2.49  274693.00
2000 07 15 08 29 00 000        4.40      -3.03      -4.75    -697.90     -21.32      13.84       2.75  375520.00
2000 07 15 08 30 00 000        4.21      -3.64      -4.65    -701.00     -24.92       5.88       3.88  456912.00
2000 07 15 08 31 00 000        4.59      -3.53      -4.94    -700.60     -24.09       8.99       3.44  335661.00
2000 07 15 08 32 00 000        4.73      -3.60      -4.63    -696.70     -27.12      10.34       2.67  427032.00
2000 07 15 08 33 00 000        4.31      -3.93      -4.86    -696.40     -27.30      10.41       2.62  433597.00
2000 07 15 08 34 00 000        4.36      -3.65      -4.79    -715.40     -26.85      14.28       2.41  390085.00
2000 07 15 08 35 00 000        3.79      -3.98      -4.20    -670.70     -25.90      11.13       3.46  313828.00
2000 07 15 08 36 00 000        3.56      -3.70      -3.52    -694.30     -27.58       9.29       3.05  564589.00
2000 07 15 08 37 00 000        3.30      -3.71      -3.61    -703.40     -26.43      10.18       2.95  233658.00
2000 07 15 08 38 00 000        3.57      -3.43      -3.71    -671.40     -27.45      -0.65       4.09  490627.00
2000 07 15 08 39 00 000        3.91      -3.86      -2.69    -696.00     -28.45       2.98       3.48  250681.00
2000 07 15 08 40 00 000        4.15      -3.87      -2.50    -700.50     -26.66       5.13       3.61  293174.00
2000 07 15 08 41 00 000        4.19      -4.26      -2.61    -693.40     -26.80       7.83       4.01  412015.00
2000 07 15 08 42 00 000        3.67      -4.64      -2.79    -680.10     -27.60      -4.14       4.18  470902.00
2000 07 15 08 43 00 000        3.53      -4.75      -2.65    -675.70     -24.16       5.06       4.30  282163.00
2000 07 15 08 44 00 000        4.05      -4.00      -3.76    -700.90     -25.58       9.89       3.96  254051.00
2000 07 15 08 45 00 000        4.14      -3.28      -3.65    -715.20     -23.36       9.56       4.06  167296.00
2000 07 15 08 46 00 000        4.12      -3.61      -3.12    -709.30     -21.65       9.31       4.00  173682.00
2000 07 15 08 47 00 000        4.75      -2.97      -3.06    -702.70     -21.83      10.02       3.89  216691.00
2000 07 15 08 48 00 000        5.03      -2.78      -3.21    -698.70     -23.15      10.80       4.12  294473.00
2000 07 15 08 49 00 000        5.29      -2.45      -3.21    -699.90     -25.26      11.11       4.28  298873.00
2000 07 15 08 50 00 000        4.47      -3.52      -3.27    -693.90     -24.97      10.71       3.79  236377.00
